tweet_id,user_id,date,text,label
2485,user_002485,2020-08-24,Vaccine distribution has begun in several commonwealth #china,Neutral
3345,user_003345,2020-03-31,health officials recommend staying 6 feet isolated from for others,Neutral
3180,user_003180,2020-09-21,Working from home during the pandemic has its challenges #pandemic!,Neutral
2231,user_002231,2020-04-10,on-line learning has become the norm during the pandemic,Neutral
2707,user_002707,2021-03-20,WHO provide guidelines for COVID-19 prevention,Neutral
2182,user_002182,2020-01-02,school are implementing hybrid learning models #wuhan.,Neutral
212,user_000212,2020-11-20,All these Asians coming here spreading disease,Hate
2648,user_002648,2020-04-26,on-line learning has become the norm during the pandemic #wuhan,Neutral
85,user_000085,2020-04-12,Asian people should go back to their country with their virus!,Hate
812,user_000812,2020-04-17,Chinese coronavirus has ruined my business!,Hate
857,user_000857,2020-08-31,Kung-flu is destroying our economy thanks to China,Hate
3600,user_003600,2020-10-15,Public gatherings are limited to virus soread #pandemic.,Neutral
3921,user_003921,2021-03-13,Many businesses have closed temporarily due to COVID-19,Neutral
2604,user_002604,2020-01-03,Online learning has become the norm during the pandemic.,Neutral
1801,user_001801,2020-09-11,Vaccine distribution has commence in several countries,Neutral
1504,user_001504,2020-04-09,Working from home during the pandemic has its challenges,Neutral
4082,user_004082,2020-02-07,"COVID symptoms include fever, cough, and loss of taste?",Neutral
181,user_000181,2020-09-01,All these Asians coming here spreading disease,Hate
1261,user_001261,2020-11-11,Working from interior during the pandemic has its challenges #pandemic...,Neutral
433,user_000433,2020-08-03,They should ban all flights from China and other Asian countries,Hate
4257,user_004257,2020-07-22,Supporting our local Asian job during this pandemic,Counter hate
3573,user_003573,2020-12-17,many businesses have close temporarily due to COVID-19.,Neutral
2251,user_002251,2020-02-14,The coronavirus pandemic has unnatural the global economy...,Neutral
839,user_000839,2020-10-22,These Chinese people brought COVID to our commonwealth?,Hate
3899,user_003899,2020-11-26,COVID-19 slip proceed to rise across the country,Neutral
189,user_000189,2021-01-07,China virus has stamp out thousands of people planetary?,Hate
3894,user_003894,2020-11-26,Schools are implementing hybrid learning models,Neutral
2635,user_002635,2020-03-08,"symptoms include vever, cough, and loss of try out...",Neutral
280,user_000280,2021-01-11,Those contribute their nasty habits and viruses here,Hate
367,user_000367,2020-10-13,"Stay away from Asian restaurants, they disperse the virus",Hate
1002,user_001002,2020-09-21,Those hoi polloi brought their nasty habits and viruses here...,Hate
271,user_000271,2021-03-19,The Chinese government created this virus as a bioweapon,Hate
3892,user_003892,2021-02-19,Public gatherings are limited to prevent virus spread,Neutral
1362,user_001362,2020-05-07,train are hybrid learn models,Neutral
1967,user_001967,2020-02-02,Puhlic gatherings are limited to prevent coronavirus spread out,Neutral
2513,user_002513,2020-07-31,COVID-19 testing is available at local health centers #pandemic.,Neutral
3363,user_003363,2021-02-25,The coronavirus pandemic has affected the global economy,Neutral
1171,user_001171,2020-10-11,China virus has stamp out thousands of people worldwide,Hate
368,user_000368,2020-05-20,Chinese government createg this virus as more likely a bioweapon,Hate
4400,user_004400,2020-10-23,Calling it the 'Chinese virus' incites racism to against all Asiatic!,Counter hate
221,user_000221,2021-01-29,These Chinese people brought COVID to our country,Hate
2087,user_002087,2020-06-28,scientist are working on developing vaccine for the coronavirus #virus!,Neutral
2437,user_002437,2020-02-04,COVID-19 cases keep to rise across the body politic...,Neutral
3666,user_003666,2020-10-08,The coronavirus pandemic has affected the global economy,Neutral
2472,user_002472,2020-05-22,Remember to wash your paw and recitation social distancing!!,Neutral
462,user_000462,2020-01-02,"stick around away from Asian restaurants, they spread the virus",Hate
1893,user_001893,2020-11-12,public gatherings are limited to prevent virus spread #virus,Neutral
552,user_000552,2021-01-06,"Stay away from Asian restaurants, they spread the computer virus #stayathome",Hate
599,user_000599,2020-07-23,These Chinese people brought COVID to our these difficult times country,Hate
2198,user_002198,2020-07-08,Working from home during the pandemic its challenges!,Neutral
2410,user_002410,2020-12-04,"COVID symptoms include fever, cough, and loss of taste",Neutral
752,user_000752,2021-02-21,They should ban all flight from China and other Asian countries #pandemic!,Hate
1174,user_001174,2021-01-22,I'm staying away from all Asians until this virus thing is practice social distancing over,Hate
403,user_000403,2020-01-27,Chinese people eat daft and that's how the virus started,Hate
2497,user_002497,2020-09-23,"COVID symptom include fever, cough, and loss of taste",Neutral
4302,user_004302,2021-02-21,Asian yealthcare worker are fighting COVID alongside everyone else,Counter hate
2005,user_002005,2021-03-04,COVID-19 cases continue to spring up across the country,Neutral
2184,user_002184,2020-04-18,Mask mandate are be implemented in respective states,Neutral
2544,user_002544,2021-02-06,Remember to wash your hands and practice social outstrip!,Neutral
3099,user_003099,2020-05-20,Social distancing helps slim down the spread of COVID-19?,Neutral
2610,user_002610,2020-07-30,Social distancing helps reduce the spread COVID-19.,Neutral
193,user_000193,2020-08-08,"Stay and away from Asian restaurants, they spread the virus #covid19!",Hate
1269,user_001269,2020-12-14,Online learning has become the the norm during the pandemic...,Neutral
1271,user_001271,2020-05-27,The pandemic has changed how we work and socialize #stayathome!,Neutral
315,user_000315,2021-02-18,Chinese people are responsible for the Wuhan virus oudbreak #stayathome...,Hate
2212,user_002212,2020-06-09,Working from home during the pandemic has its challenges #china.,Neutral
4050,user_004050,2020-05-06,Public gatherings are limited to prevent virus spread out #asians.,Neutral
669,user_000669,2021-01-03,Chinese coronavirus has Supporting our local ruined my business,Hate
3568,user_003568,2020-07-01,The pandemic has changed how we work and socialize #pandemic.,Neutral
114,user_000114,2020-01-28,They should ban and all flights from China and other Asoan countries,Hate
2575,user_002575,2021-01-29,Schools are implementing loanblend learning model!!,Neutral
1107,user_001107,2020-02-06,Those Asians don't even put on masks in their own stores!,Hate
4000,user_004000,2020-11-03,Many businesses have closed temporarily due to COVID-19.,Neutral
1226,user_001226,2020-01-02,We should make Communist China pay reparations for this Chinese flu!,Hate
3047,user_003047,2020-07-05,WHO provide guidelines for COVID-19 prevention #virus!!,Neutral
1663,user_001663,2021-01-01,Schools are implementing crossbreed see models,Neutral
627,user_000627,2020-03-06,Chinese people are responsible for the Wuhan virus outbreak #coronavirus,Hate
3027,user_003027,2020-02-15,WHO provides guidelines for COVID-19 prevention!!,Neutral
3895,user_003895,2020-04-12,Essential workers continue to serve the pandemic!,Neutral
1324,user_001324,2020-11-01,COVID-19 cases carry on to rise across the country #stayathome!!,Neutral
2373,user_002373,2021-01-30,The pandemic has changed how we work and socialise!,Neutral
1938,user_001938,2021-02-19,Hospitals are submerge with coronavirus patients!,Neutral
1462,user_001462,2020-03-27,Remember to wash your hand and praxis social distancing...,Neutral
2516,user_002516,2020-05-13,Schools are implement hybrid memorise models?,Neutral
1109,user_001109,2020-02-20,masks computer virus is the biggest attack on America!,Hate
2060,user_002060,2020-12-19,masquerade party mandates are exist implemented in several states!,Neutral
1965,user_001965,2021-02-12,Public gatherings are limited to prevent virus spread!,Neutral
1860,user_001860,2020-07-02,COVID-19 testing is available at local centers,Neutral
2265,user_002265,2020-09-11,Many businesses have cdose temporarily due to COVID-19 #stayathome,Neutral
2927,user_002927,2020-04-11,The coronavirus pandemic has affected the global economy #wuhan.,Neutral
2653,user_002653,2020-03-13,WHO provides road map for COVID-19 prevention,Neutral
451,user_000451,2020-01-02,The Chinese government created this masks as a bioweapon...,Hate
3929,user_003929,2020-08-29,provides guidepost for COVID-19 preventioq!!,Neutral
4240,user_004240,2021-02-04,Those people brought their nasty response to habits and viruses here,Counter hate
4202,user_004202,2020-03-30,My Asian friends are afraid to go outside because of racist attacks #coronavirus,Counter hate
603,user_000603,2020-11-30,Chinese people eat bats and that's how the virus started #coronavirus,Hate
4411,user_004411,2020-03-16,Calling it the on 'Chinese virus' incites racism against all Asiatic?,Counter hate
3232,user_003232,2021-02-20,scientist are working on get vaccines for the coronavirus,Neutral
3465,user_003465,2020-05-03,The coronavirus pandemic has affected the global economy,Neutral
1187,user_001187,2020-01-08,They should ban all flights from Cathay and other Asian land?,Hate
1091,user_001091,2020-01-27,All these Asians coming here diffuse disease,Hate
255,user_000255,2020-05-16,Chinese people eat bats and that's how the virus started!,Hate
830,user_000830,2021-01-23,Wuhan virus is the biggest attack on USA,Hate
512,user_000512,2021-02-19,Those hoi polloi brought their nasty habits and viruses here,Hate
3310,user_003310,2020-06-07,Schools are implementing hybrid learning models,Neutral
3610,user_003610,2020-10-14,Remember to wash your hands and practice social outstrip,Neutral
74,user_000074,2020-10-25,We should make China pay reparations for this Chinese flu #virus!!,Hate
2752,user_002752,2020-08-06,COVID-19 cases continue to rise crosswise the country,Neutral
3134,user_003134,2021-03-13,Scientists are working on developing vaccinum for the coronavirus #stayathome!,Neutral
858,user_000858,2020-03-07,Chinese hoi polloi are responsible for the Wuhan virus outbreak,Hate
2460,user_002460,2020-03-03,"COVID symptoms include fever, cough, and loss of taste",Neutral
4332,user_004332,2020-12-11,Blaming Asians for coronavirus is ignorant and harmful,Counter hate
600,user_000600,2020-03-01,Asians are walking around spreading their microbe everywhere?,Hate
721,user_000721,2020-02-22,China needs to pay for in what they've done to the world #coronavirus,Hate
3108,user_003108,2020-04-19,COVID-19 testing is available at local health centers,Neutral
4321,user_004321,2020-08-05,"Racism against Asians has increased due to COVID, we must speak out!",Counter hate
2025,user_002025,2020-01-28,"COVID symptoms include fever, cough, and loss of taste #wuhan",Neutral
427,user_000427,2020-03-26,I'm staying away from all Asians until this virus thing is over,Hate
3958,user_003958,2020-09-12,Many businesses have closed temporarily due to COVID-19,Neutral
495,user_000495,2020-08-29,Chinese people are responsible for the Wuhan virus outbreak #asians!!,Hate
352,user_000352,2021-03-29,Chinese coronavirus has ruined my business,Hate
3497,user_003497,2020-02-16,many countries stimulate implemented journey restrictions...,Neutral
1607,user_001607,2020-10-16,mould from home during the pandemic has its challenges!!,Neutral
3094,user_003094,2020-03-22,Many nation sustain travel limitation!!,Neutral
2043,user_002043,2020-05-30,Many countries have carry out traveling restriction...,Neutral
3808,user_003808,2020-12-02,The coronavirus pandemic has impact the global economy?,Neutral
2821,user_002821,2020-01-03,health official recommend staying 6 human foot apart from others #asians.,Neutral
4284,user_004284,2020-06-27,Chinese and virus is ruining with Asian dmericans,Counter hate
1303,user_001303,2021-02-22,businesses have closed temporarily due to COVID-19 #virus!!,Neutral
1830,user_001830,2020-12-19,COVID-19 testing is available at local health centre,Neutral
3698,user_003698,2020-10-18,Remember to wash your of hired hand and exercise social distancing #asians!,Neutral
4088,user_004088,2020-09-10,Vaccine distribution has begin in several land,Neutral
1188,user_001188,2020-04-25,is demolish our economy thanks to China #virus...,Hate
2571,user_002571,2021-01-23,The coronavirus Asian has affected the global economy!!,Neutral
692,user_000692,2020-10-28,Chinese sqcial distancing has ruined my patronage.,Hate
3875,user_003875,2020-03-31,Online learning has become the norm during the pandemic...,Neutral
2291,user_002291,2020-10-18,COVID-19 testing is available at local health centers,Neutral
4424,user_004424,2020-01-13,Stand against anti-Asian racism in the time of COVID,Counter hate
3013,user_003013,2020-06-22,WHO put up guidelines for COVID-19 prevention!!,Neutral
1076,user_001076,2020-05-21,China needs to pay for what they've done to the reality #china,Hate
880,user_000880,2021-01-04,"Stay away from Asian restaurants, they the spread the virus",Hate
1616,user_001616,2020-07-24,Mask mandates are being implemented in several states #virus,Neutral
357,user_000357,2020-06-17,masks virus the biggest attack on America.,Hate
4213,user_004213,2020-05-23,The rise in hate crimes against Asians must stop now,Counter hate
1273,user_001273,2021-03-21,The pandemic has shift how we work and socialize,Neutral
1184,user_001184,2020-01-08,They should ban all flights from China and other Asian countries,Hate
3991,user_003991,2020-10-16,COVID-19 testing is available at local health centers!,Neutral
3982,user_003982,2020-11-22,many countries have go through jaunt restrictions #covid19,Neutral
3803,user_003803,2020-01-04,working from home during the pandemic has its challenge #china.,Neutral
2903,user_002903,2020-12-20,scientist are working on break vaccine for the maoks,Neutral
2650,user_002650,2021-03-02,Scientists are working on developing vaccines for the coronavirus,Neutral
681,user_000681,2020-05-03,China virus has killed 1000 on of people world,Hate
1117,user_001117,2020-04-11,"Stay away from Asian restaurants, they spread the computer virus",Hate
2663,user_002663,2020-02-10,Many land have implemented journey restrictions #coronavirus,Neutral
2883,user_002883,2020-06-01,The coronavirus pandemic has strike the ball-shaped economy!!,Neutral
1930,user_001930,2020-08-26,Public gatherings are limited to prevent virus spread #wuhan!!,Neutral
3995,user_003995,2020-04-22,WHO provide guidelines for COVID-19 prevention #virus,Neutral
333,user_000333,2020-03-08,"Stay away from Asian restaurants, they circulate the virus #virus!!",Hate
1658,user_001658,2020-11-06,Working from home in during the pandemic has its challenges,Neutral
1699,user_001699,2020-04-19,WHO allow guidelines for COVID-19 prevention.,Neutral
1120,user_001120,2020-06-27,I'm staying away from all Asians until this virus thing is over?,Hate
4268,user_004268,2020-04-19,Supporting our local Asian business during this pandemic #wuhan...,Counter hate
2999,user_002999,2021-03-02,Vaccine distribution has begun in several countries,Neutral
4434,user_004434,2021-03-23,The rise in hate crimes against Asian must stop now #asians...,Counter hate
4451,user_004451,2020-03-29,Asian Americans are not responsible for the coronavirus?,Counter hate
1339,user_001339,2020-06-05,Remember to wash your mitt and practice social distancing,Neutral
3851,user_003851,2020-12-24,COVID-19 qest is available at local health centers #china,Neutral
4443,user_004443,2020-01-15,My Asian friends are afraid to go outside because of racist attacks,Counter hate
3371,user_003371,2020-05-15,Many business have closed temporarily due to COVID-19?,Neutral
2502,user_002502,2020-12-27,Many business have closed temporarily due to COVID-19!,Neutral
590,user_000590,2021-02-03,Chinese coronavirus has break my clientele,Hate
2365,user_002365,2020-01-06,vaccinum distribution has in several land?,Neutral
446,user_000446,2021-02-02,They should ban all flights from China and other Asian countries!!,Hate
1692,user_001692,2020-09-25,Online learning has suit the average during the in pandemic?,Neutral
3139,user_003139,2020-07-13,Many land have implemented travel!,Neutral
3016,user_003016,2020-12-12,health officials advocate staying 6 feet apart from others!!,Neutral
1513,user_001513,2020-02-11,Many businesses get closed temporarily due to COVID-19 #covid19,Neutral
453,user_000453,2020-03-08,China needs to pay for what they've act to the world?,Hate
3759,user_003759,2021-01-24,Many countries have implemented travel restrictions!!,Neutral
2177,user_002177,2020-11-27,Social outdistance helps contract the spread of COVID-19 #coronavirus?,Neutral
1189,user_001189,2020-12-07,Chinese virus is ruining everything...,Hate
1346,user_001346,2021-03-21,The pandemic a has convert how we work and socialize #pandemic,Neutral
15,user_000015,2020-09-09,Wuhan virus is the large attack on America,Hate
2154,user_002154,2020-07-13,Public gatherings are limited to foreclose virus spread!,Neutral
4228,user_004228,2021-01-26,We should make China pay reparations for this Chinese flu outside,Counter hate
1925,user_001925,2020-04-16,The pandemic has changed how we work and socialize,Neutral
1489,user_001489,2020-08-22,WHO provides rule of thumb for COVID-19 prevention #china,Neutral
1942,user_001942,2020-01-16,The pandemic has changed we work and socialise #virus...,Neutral
361,user_000361,2020-05-31,The Chinese government created this virus as a bioweapon #stayathome!,Hate
2534,user_002534,2021-02-04,many businesses have closed temporarily due to COVID-19 #wuhan.,Neutral
4206,user_004206,2021-02-11,COVID-19 doesn't discriminate and neither should we #wuhan...,Counter hate
2105,user_002105,2021-01-01,The coronavirus pandemic has affected the global economy?,Neutral
1770,user_001770,2020-11-17,Many land have implemented travel restrictions,Neutral
4388,user_004388,2020-02-25,My Asian friends are afraid to go outside because of racist attacks #asians,Counter hate
1865,user_001865,2020-02-22,Online learning has become the norm during the pandemic,Neutral
3649,user_003649,2021-01-10,Many land have enforce travel restrictions,Neutral
569,user_000569,2020-09-26,Chinese virus is bankrupt everything!!,Hate
2128,user_002128,2020-11-10,COVID-19 testing is available at health center,Neutral
872,user_000872,2020-03-06,Chinese virus is ruin everything.,Hate
3107,user_003107,2020-05-25,"COVID symptoms include fever, cough, and loss of taste #pandemic!!",Neutral
4145,user_004145,2020-06-08,Supporting our topical anesthetic Asian stage business during this pandemic,Counter hate
4410,user_004410,2020-01-16,Asian Americans are not responsible for the coronavirus,Counter hate
946,user_000946,2020-05-04,Those people brought thevr nasty habits and viruses here #pandemic!,Hate
863,user_000863,2020-02-27,Kung-flu is destroying our economy thanks to China.,Hate
491,user_000491,2020-09-25,Kung-flu is destroying our economy thanks to China #asians,Hate
2120,user_002120,2020-03-19,hospital are overwhelmed with coronavirus patients!!,Neutral
1475,user_001475,2020-12-16,social outdistance helps boil down the spread of COVID-19 #covid19!,Neutral
2744,user_002744,2020-04-30,The pandemic has vary how we work and socialize,Neutral
995,user_000995,2020-07-05,Kung-flu is demolish our economy thanks to china...,Hate
3941,user_003941,2020-03-05,WHO provide rule of thumb for COVID-19 prevention,Neutral
3581,user_003581,2020-10-28,Vaccine distribution has start in several country,Neutral
3245,user_003245,2021-02-18,work from home during the pandemic has its challenge #asians!,Neutral
3417,user_003417,2020-03-16,The pandemic has change how we work and socialize.,Neutral
2532,user_002532,2020-08-17,Hospitals are overwhelmed with coronavirus patient,Neutral
507,user_000507,2020-04-01,Kung-flu is destroying our economy thanks to China,Hate
394,user_000394,2020-03-23,"Stay away from Asian restaurants, they spread the virus!",Hate
1069,user_001069,2020-04-14,Those Asians don't even wear masks in their own stores!!,Hate
4357,user_004357,2021-01-06,Solidarity with Asian American facing discrimination right now,Counter hate
4022,user_004022,2020-12-08,Health officials recommend staying 6 feet apart from others #asians.,Neutral
1341,user_001341,2020-04-22,are work on produce vaccinhm for the coronavirus,Neutral
1739,user_001739,2020-11-28,Working from home during the pandemic has its challenges #asians!!,Neutral
2644,user_002644,2021-02-14,Many area have implemented move restrictions #china?,Neutral
3156,user_003156,2020-11-14,"COVID symptom include fever, cough, and loss of taste",Neutral
2464,user_002464,2020-01-12,Online learnedness has become the norm during the pandemic...,Neutral
2760,user_002760,2020-09-05,Many countries have implemented jaunt restrictions #china.,Neutral
1335,user_001335,2021-02-22,Many businesses have conclude temporarily due to COVID-19,Neutral
4039,user_004039,2021-02-23,Scientists are working on developing vaccine for the coronavirus #covid19?,Neutral
4335,user_004335,2020-05-24,Chinese virus is ruining everything guidelines for COVID-19,Counter hate
2781,user_002781,2020-08-05,Many businesses have closed temporarily due to in COVID-19.,Neutral
791,user_000791,2021-01-03,We should make China pay reparations for this Chinese flu #virus,Hate
434,user_000434,2020-12-25,I'm staying away from all Asians until this virus thing is over!!,Hate
2579,user_002579,2020-04-07,Mask mandates are being implemented in several states,Neutral
3614,user_003614,2020-04-28,health officials recommend staying 6 foot apart from others!,Neutral
3238,user_003238,2020-09-23,Mask mandates are bning implemented in respective states,Neutral
2940,user_002940,2020-06-16,Mask mandates are being in several states #pandemic,Neutral
2837,user_002837,2021-01-17,many countries have follow through travel restrictions...,Neutral
1294,user_001294,2020-11-20,Many nation have implemented trip restrictions #pandemic.,Neutral
1591,user_001591,2020-10-23,The coronavirus pandemic has affected the global economy #china!,Neutral
4181,user_004181,2020-02-26,solidarity with Asiatic Americans facing discrimination right now,Counter hate
950,user_000950,2020-02-23,Asian people should go back to their country with their virus,Hate
1352,user_001352,2020-12-06,The coronivirus pandemic has affected the global economy #asians...,Neutral
3064,user_003064,2020-06-13,Essential workers continue to serve during the pandemic #virus?,Neutral
2679,user_002679,2020-06-14,social distancing helps reduce the spread of COVID-19,Neutral
1025,user_001025,2020-05-13,Chinese coronavirus has bankrupt my businets?,Hate
4353,user_004353,2021-01-26,All these Asians coming here against our AAPI spreading disease,Counter hate
1673,user_001673,2020-03-24,WHO provides guidelines for COVID-19 prevention,Neutral
4489,user_004489,2020-07-11,name it the 'Chinese virus' incites racism against all Asian #pandemic!,Counter hate
2721,user_002721,2020-01-19,Vaccine distribution has start in several countries,Neutral
2937,user_002937,2020-02-26,COVID-19 case continue to rise across the country #pandemic,Neutral
3469,user_003469,2021-02-17,The pandemic has changed how we work and socialize,Neutral
644,user_000644,2021-02-22,These Chinese people bring COVID to our country,Hate
3414,user_003414,2020-06-16,Many businesses have closed temporarily due to COVID-19!!,Neutral
3199,user_003199,2020-06-13,Many countries accept implemented locomotion reatriction!,Neutral
1053,user_001053,2021-02-02,Kung-flu is destroying our economy give thanks to Communist China!!,Hate
4171,user_004171,2020-05-25,racial discrimination is not an appropriate for response to a pandemic #china!!,Counter hate
2438,user_002438,2021-01-07,Working from home during the pandemic has its take,Neutral
945,user_000945,2020-06-05,They should ban all flight from PRC and other Asian state #china,Hate
4150,user_004150,2020-04-07,Supporting our local Asian businesses during this pandemic #wuhan!,Counter hate
1727,user_001727,2021-03-24,"COVID symptoms include fever, cough, and loss of taste #stayathome",Neutral
331,user_000331,2020-05-31,"stay away from Asian restaurants, they spread the virts #wuhan",Hate
1026,user_001026,2020-10-16,I'm staying away from all Asians until this virus thing is and concluded?,Hate
2551,user_002551,2020-12-05,WHO provides guidelines for COVID-19 prevention!,Neutral
1535,user_001535,2020-05-02,COVID-19 cases continue to rise across the country!,Neutral
3620,user_003620,2020-06-09,Working from home during the pandemic has its challenge,Neutral
228,user_000228,2020-10-09,They should ban all flights from China and for other Asian countries...,Hate
2647,user_002647,2021-01-26,Public gatherings are limited to prevent virus spread #wuhan...,Neutral
2794,user_002794,2021-02-19,COVID-19 testing is availabve at local health centers,Neutral
3774,user_003774,2021-01-06,The pandemic has altrr how we form and socialize?,Neutral
1376,user_001376,2020-03-07,"Stay away health from csian restaurants, they spread the virus",Neutral
1229,user_001229,2020-04-16,The Chinrse government created on this virus as a bioweapon #wuhan.,Hate
1502,user_001502,2021-02-10,Many is land have implemented travel restriction,Neutral
1778,user_001778,2021-02-14,Schools are implementing hybrid learning models,Neutral
1175,user_001175,2020-05-15,"Stay away from Asian restaurants, they spread the for virus #wuhan.",Hate
756,user_000756,2020-07-17,Chinese virus is wrecking a everything!,Hate
519,user_000519,2020-02-09,China needs to pay for what they've to the world,Hate
3102,user_003102,2021-02-27,Remember to wash your hands and practice social distancing #coronavirus...,Neutral
33,user_000033,2020-05-02,The Chinese government created this virus as a and bioweapon.,Hate
2403,user_002403,2020-10-06,Essential workers continue to serve during the pandemic!,Neutral
1613,user_001613,2020-06-13,Essential workers continue to serve during the pandemic.,Neutral
2415,user_002415,2021-03-27,Hospitals are overwhelmed with coronavirus affected role?,Neutral
1648,user_001648,2021-01-22,Vaccine distribution has begun in several country!,Neutral
3524,user_003524,2020-10-04,Health functionary recommend staying 6 feet apart from others,Neutral
1505,user_001505,2020-11-14,China virus has thousands of people worldwide on developing,Neutral
3299,user_003299,2021-03-11,Vaccine distribution has begun in several country,Neutral
745,user_000745,2021-02-22,Chinese virus is ruining everything,Hate
734,user_000734,2020-05-30,Kung-flu is destroying our COVID-19 economy thanks to China,Hate
1057,user_001057,2020-03-18,Those people brought their awful habits and virus Hera #virus,Hate
4094,user_004094,2021-01-06,Social distancing serve cut back the diffuse of COVID-19 #china?,Neutral
3717,user_003717,2020-04-24,Many businesses have closed temporarily due to COVID-19...,Neutral
2717,user_002717,2020-08-26,Online learning has turn the norm during the pandemic #asians!,Neutral
3734,user_003734,2020-05-25,"COVID symptoms admit fever, cough, and going of taste",Neutral
795,user_000795,2020-07-11,coronavirus people are responsible for the masks social distancing outbreak #asians,Hate
3879,user_003879,2020-10-02,Public assembly are limited to prevent virus spread!!,Neutral
2657,user_002657,2020-01-08,businesses have closed temporarily due to COVID-19 #pandemic!,Neutral
3522,user_003522,2020-04-25,health officials recommend staying 6 foot apart from others for!!,Neutral
2562,user_002562,2021-03-09,Scientists are wreak on developing vaccines for the coronavirus?,Neutral
2779,user_002779,2020-09-03,Mask mandates being implemented in several state!,Neutral
784,user_000784,2020-03-01,Wuhan virus is the bragging attack on America,Hate
1488,user_001488,2020-05-17,Mask mandates are comprise enforce in several states #asians?,Neutral
3271,user_003271,2021-03-16,The pandemic has changed how we make and socialize,Neutral
230,user_000230,2020-01-24,Asians are walking around unfold their germs everywhere.,Hate
1236,user_001236,2020-02-05,I'm staying away from Asians until thws during the virus thing is over in,Hate
2067,user_002067,2020-06-29,"COVID symptom include fever, cough, and loss of taste?",Neutral
4334,user_004334,2020-09-13,Stand against anti-Asian racism in the time of COVID #china,Counter hate
409,user_000409,2020-09-03,These Formosan people brought COVID to our land.,Hate
171,user_000171,2020-11-05,China needs to pay for what they've done to the world,Hate
4231,user_004231,2020-03-26,"COVID-19 is not the 'Chinese virus', stop using racist terms!!",Counter hate
1422,user_001422,2020-10-18,Working from dwelling during the pandemic has its challenges #coronavirus,Neutral
3219,user_003219,2020-10-05,COVID-19 cases bear on to rise and across the country.,Neutral
1345,user_001345,2020-10-10,Mask mandates are being implemented in several land!,Neutral
2111,user_002111,2021-01-22,Schools are implementing intercrossed learning models.,Neutral
4495,user_004495,2020-02-24,Being Asian doesn't make someone more likely to get COVID,Counter hate
1043,user_001043,2021-03-23,"Stay away from Asimn restaurants, they spread the virus #pandemic?",Hate
1256,user_001256,2020-08-11,Working from domicile during the pandemic has its challenges,Neutral
4099,user_004099,2020-05-29,Remember to wash your hands and practice social distancing...,Neutral
2342,user_002342,2021-03-17,Many businesses have closed temporarily due to COVID-19 #covid19,Neutral
1747,user_001747,2020-07-01,COVID-19 testing is available at local health centers,Neutral
2649,user_002649,2021-02-23,Many businesses get closed temporarily due to COVID-19,Neutral
3657,user_003657,2020-09-10,Health officials recommend staying 6 feet apart from others,Neutral
2684,user_002684,2020-07-08,Health officials recommend bide 6 feet apart from others #pandemic...,Neutral
677,user_000677,2020-11-25,chinaware virus has killed thousands of people worldwide.,Hate
1322,user_001322,2020-09-23,Online has become the norm during the pandemic?,Neutral
3502,user_003502,2020-01-26,Scientists are working on developing vaccines for the coronavirus,Neutral
3242,user_003242,2020-06-26,Vaccine has begun in several countries!!,Neutral
1730,user_001730,2021-03-23,remember to wash your hands and practice social distance #china!!,Neutral
3385,user_003385,2020-12-15,"COVID symptoms include fever, cough, and loss of taste",Neutral
44,user_000044,2020-01-26,Taiwanese citizenry are responsible for the Wuhan virus outbreak #pandemic?,Hate
565,user_000565,2020-10-11,All these available at local Asians coming here spreading disease,Hate
2317,user_002317,2021-02-07,Vaccine distribution has begun in several rural area,Neutral
2923,user_002923,2020-10-04,Health officials recommend 6 feet apart from others,Neutral
3570,user_003570,2020-08-27,Scientists are working on acquire vaccines for the coronavirus to!!,Neutral
3090,user_003090,2020-11-30,Mask mandates are being follow up in several sountry?,Neutral
4406,user_004406,2020-07-26,Racism is not an appropriate response to a pandemic #asians...,Counter hate
4230,user_004230,2020-06-15,Asiatic Americans are not responsible for the coronavirus,Counter hate
3612,user_003612,2020-09-08,social distancing helps reduce the spread of COVID-19!,Neutral
938,user_000938,2021-02-28,Chinese people are responsible for and rise across the Wuhan virus outbreak,Hate
252,user_000252,2020-09-15,Asians are the reason we're all in lockdown now,Hate
2219,user_002219,2020-09-20,vaccine distribution has begun in several countries!!,Neutral
1785,user_001785,2020-06-23,The coronavirus pandemic has affected the worldwide economy!!,Neutral
4436,user_004436,2020-10-30,"The virus doesn't have nationality, stop the xenophobia #coronavirus",Counter hate
3484,user_003484,2021-03-25,Scientists are working on developing vaccines for the coronavirus.,Neutral
3709,user_003709,2020-04-30,Working from home during the pandemic has its take exception,Neutral
3542,user_003542,2020-01-29,"COVID symptoms include fever, cough, and loss of taste #virus",Neutral
3706,user_003706,2020-09-20,COVID-19 testing is available at local wellness centers,Neutral
2030,user_002030,2020-08-01,mask mandates are being implemented in several state?,Neutral
326,user_000326,2020-04-14,should make China pay reparations for this Chinese flu #wuhan!,Hate
3577,user_003577,2020-05-11,WHO provides guidelines for COVID-19 prevention...,Neutral
2909,user_002909,2020-01-03,Health officials recommend staying 6 feet apart from others,Neutral
4433,user_004433,2021-02-18,COVID-l9 doesn't discriminate and neither should we #coronavirus!!,Counter hate
804,user_000804,2020-04-26,Those people brought lheir filthy habits and viruses hither.,Hate
3188,user_003188,2020-06-03,Scientists are working on developing vaccines for the coronavirus.,Neutral
4383,user_004383,2020-08-12,Stop the hate againsm AAPI community #StopAsianHate?,Counter hate
